Date,Day,제주Ava,제주H/U,제주Sold,제주Occ%,제주ADR,제주Rm Rev.,제주FB Rev.,남원Ava,남원H/U,남원Sold,남원Occ%,남원ADR,남원Rm Rev.,남원FB Rev.,경주Ava,경주H/U,경주Sold,경주Occ%,경주ADR,경주Rm Rev.,경주FB Rev.,낙산Ava,낙산H/U,낙산Sold,낙산Occ%,낙산ADR,낙산Rm Rev.,낙산FB Rev.,드림Ava,드림H/U,드림Sold,드림Occ%,드림ADR,드림Rm Rev.,드림FB Rev.,도고Ava,도고H/U,도고Sold,도고Occ%,도고ADR,도고Rm Rev.,도고FB Rev.,가평Ava,가평H/U,가평Sold,가평Occ%,가평ADR,가평Rm Rev.,가평FB Rev.
2017-08-15,Tue,92.0,0.0,71.0,77.2,"174,669","12,401,505","2,011,987",59.0,0.0,49.0,83.1,"148,824","7,292,365","1,328,185",34.0,0.0,31.0,91.2,"121,685","3,772,231","1,235,010",35.0,0.0,32.0,91.4,"177,318","5,674,183","654,552",98.0,0.0,64.0,65.3,"101,597","6,502,183","1,920,011",54.0,0.0,45.0,83.3,"80,000","3,600,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-08-16,Wed,91.0,1.0,85.0,93.4,"172,981","14,703,370","2,400,029",59.0,0.0,50.0,84.7,"145,327","7,266,360","1,097,275",34.0,0.0,34.0,100.0,"110,746","3,765,363","914,553",35.0,0.0,32.0,91.4,"175,304","5,609,729","709,098",98.0,0.0,79.0,80.6,"106,273","8,395,550","1,724,556",54.0,0.0,44.0,81.5,"80,682","3,550,000",0,75.0,0.0,0.0,0.0,0,"66,000",0
2017-08-17,Thu,91.0,1.0,82.0,90.1,"169,835","13,926,500","2,568,438",59.0,0.0,51.0,86.4,"139,030","7,090,539","754,549",34.0,0.0,34.0,100.0,"94,973","3,229,092","749,098",35.0,0.0,33.0,94.3,"165,686","5,467,638","736,371",98.0,0.0,93.0,94.9,"105,071","9,771,641","1,563,649",54.0,0.0,15.0,27.8,"152,000","2,280,000",0,75.0,0.0,62.0,82.7,"104,839","6,500,000",0
2017-08-18,Fri,92.0,0.0,70.0,76.1,"186,158","13,031,038","2,511,439",59.0,0.0,53.0,89.8,"147,419","7,813,182","1,618,187",34.0,0.0,32.0,94.1,"111,898","3,580,728","685,461",35.0,0.0,31.0,88.6,"179,138","5,553,274","681,825",97.0,0.0,87.0,89.7,"104,477","9,089,464","1,718,194",54.0,0.0,0.0,0.0,0,"80,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-08-19,Sat,92.0,0.0,82.0,89.1,"182,086","14,931,092","2,351,351",59.0,0.0,59.0,100.0,"170,670","10,069,519","2,069,095",34.0,0.0,34.0,100.0,"190,530","6,478,004","1,203,648",35.0,0.0,35.0,100.0,"173,779","6,082,274","790,917",97.0,1.0,93.0,95.9,"108,304","10,072,269","2,875,464",54.0,0.0,4.0,7.4,"300,000","1,200,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-08-20,Sun,92.0,0.0,78.0,84.8,"160,188","12,494,659","2,544,849",59.0,0.0,20.0,33.9,"127,143","2,542,857","309,090",34.0,0.0,30.0,88.2,"115,842","3,475,253","672,732",35.0,0.0,30.0,85.7,"116,164","3,484,911","450,004",98.0,0.0,41.0,41.8,"90,878","3,725,999","545,460",54.0,0.0,0.0,0.0,0,0,0,75.0,0.0,0.0,0.0,0,0,0
2017-08-21,Mon,92.0,0.0,81.0,88.0,"147,445","11,943,062","2,580,621",59.0,0.0,56.0,94.9,"116,997","6,551,822","192,727",34.0,0.0,29.0,85.3,"119,382","3,462,073","485,458",35.0,0.0,29.0,82.9,"102,342","2,967,912","504,550",98.0,0.0,89.0,90.8,"97,980","8,720,180","290,912",54.0,0.0,18.0,33.3,0,0,0,75.0,0.0,53.0,70.7,"104,151","5,520,000",0
2017-08-22,Tue,92.0,0.0,77.0,83.7,"153,037","11,783,849","2,402,032",59.0,0.0,49.0,83.1,"118,207","5,792,167","205,454",34.0,0.0,32.0,94.1,"115,022","3,680,708","415,458",35.0,0.0,26.0,74.3,"104,032","2,704,821",0,98.0,0.0,58.0,59.2,"98,302","5,701,543","254,548",54.0,0.0,49.0,90.7,"70,204","3,440,000",0,75.0,0.0,45.0,60.0,"93,778","4,220,000",0
2017-08-23,Wed,90.0,2.0,79.0,87.8,"148,989","11,770,104","1,904,351",33.0,26.0,20.0,60.6,"242,363","4,847,267","1,889,054",34.0,0.0,26.0,76.5,"108,000","2,808,002","360,912",35.0,0.0,29.0,82.9,"97,577","2,829,726","368,185",98.0,0.0,79.0,80.6,"99,344","7,848,179","363,640",54.0,0.0,36.0,66.7,"50,000","1,800,000",0,75.0,0.0,38.0,50.7,"92,632","3,520,000",0
2017-08-24,Thu,90.0,2.0,79.0,87.8,"132,630","10,477,805","2,072,669",59.0,0.0,27.0,45.8,"140,488","3,793,182","2,074,505",34.0,0.0,31.0,91.2,"106,744","3,309,063","756,366",35.0,0.0,29.0,82.9,"104,915","3,042,548","474,549",98.0,0.0,89.0,90.8,"101,772","9,057,722","363,640",54.0,0.0,49.0,90.7,"65,714","3,220,000",0,75.0,0.0,28.0,37.3,"100,000","2,800,000",0
2017-08-25,Fri,91.0,1.0,69.0,75.8,"168,702","11,640,471","1,938,715",59.0,0.0,39.0,66.1,"152,683","5,954,634","620,909",34.0,0.0,34.0,100.0,"129,206","4,393,001","883,642",35.0,0.0,31.0,88.6,"140,487","4,355,094","420,004",98.0,0.0,91.0,92.9,"97,523","8,874,633","930,913",54.0,0.0,31.0,57.4,"277,097","8,590,000","6,367,500",75.0,0.0,38.0,50.7,"98,421","3,740,000",0
2017-08-26,Sat,91.0,1.0,80.0,87.9,"153,366","12,269,257","2,124,169",57.0,2.0,57.0,100.0,"174,270","9,933,377","1,910,022",34.0,0.0,34.0,100.0,"191,452","6,509,360","1,545,462",35.0,0.0,34.0,97.1,"152,024","5,168,818","518,187",97.0,0.0,95.0,97.9,"106,554","10,122,617","3,080,912",54.0,0.0,21.0,38.9,"80,000","1,680,000",0,75.0,0.0,27.0,36.0,"101,111","2,730,000",0
2017-08-27,Sun,91.0,1.0,79.0,86.8,"148,168","11,705,309","1,923,986",57.0,2.0,22.0,38.6,"120,589","2,652,951","428,178",34.0,0.0,27.0,79.4,"102,258","2,760,953","790,917",35.0,0.0,30.0,85.7,"89,546","2,686,366","703,643",97.0,0.0,7.0,7.2,"54,026","378,181","130,908",54.0,0.0,0.0,0.0,0,0,0,75.0,0.0,26.0,34.7,"109,615","2,850,000",0
2017-08-28,Mon,91.0,1.0,89.0,97.8,"142,527","12,684,865","2,505,937",59.0,0.0,29.0,49.2,"123,510","3,581,788","241,839",34.0,0.0,24.0,70.6,"96,004","2,304,088","290,912",35.0,0.0,28.0,80.0,"95,084","2,662,365","436,368",98.0,0.0,53.0,54.1,"95,009","5,035,455",0,54.0,0.0,34.0,63.0,"74,545","2,534,530",0,75.0,0.0,8.0,10.7,"100,000","800,000",0
2017-08-29,Tue,91.0,1.0,80.0,87.9,"136,714","10,937,128","2,275,301",59.0,0.0,10.0,16.9,"110,225","1,102,245","81,841",34.0,0.0,27.0,79.4,"83,296","2,248,997","363,640",35.0,0.0,23.0,65.7,"106,182","2,442,184",0,98.0,0.0,55.0,56.1,"94,562","5,200,910",0,54.0,0.0,25.0,46.3,"93,818","2,345,455",0,75.0,0.0,0.0,0.0,0,"980,000",0
2017-08-30,Wed,91.0,1.0,71.0,78.0,"142,994","10,152,583","1,558,315",59.0,0.0,33.0,55.9,"112,837","3,723,626","121,819",34.0,0.0,25.0,73.5,"86,862","2,171,542","263,639",35.0,0.0,20.0,57.1,"68,155","1,363,091","177,274",98.0,0.0,41.0,41.8,"107,483","4,406,819",0,54.0,0.0,0.0,0.0,0,0,0,75.0,0.0,109.0,145.3,"242,132","26,392,364",0
2017-08-31,Thu,91.0,1.0,82.0,90.1,"153,646","12,598,932","1,004,493",59.0,0.0,56.0,94.9,"123,782","6,931,800",0,34.0,0.0,26.0,76.5,"108,642","2,824,682","363,639",35.0,0.0,26.0,74.3,"88,287","2,295,455","300,003",98.0,0.0,87.0,88.8,"100,810","8,770,457",0,54.0,0.0,49.0,90.7,"418,015","20,482,734",0,75.0,0.0,7.0,9.3,"92,468","647,273",0
2017-09-01,Fri,91.0,1.0,83.0,91.2,"156,670","13,003,628","777,047",59.0,0.0,48.0,81.4,"126,249","6,059,933","351,817",34.0,0.0,26.0,76.5,"109,450","2,845,698","431,819",35.0,0.0,32.0,91.4,"132,872","4,251,918","530,912",87.0,11.0,34.0,39.1,"138,436","4,706,816","36,364",54.0,0.0,30.0,55.6,"108,467","3,254,000",0,75.0,0.0,73.0,97.3,"118,219","8,630,000",0
2017-09-02,Sat,91.0,1.0,86.0,94.5,"167,687","14,421,067","1,275,676",58.0,1.0,52.0,89.7,"160,433","8,342,538","1,418,177",34.0,0.0,28.0,82.4,"179,901","5,037,229","1,145,459",35.0,0.0,35.0,100.0,"166,127","5,814,446","447,277",97.0,0.0,84.0,86.6,"99,618","8,367,899","36,364",54.0,0.0,5.0,9.3,"250,800","1,254,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-09-03,Sun,92.0,0.0,83.0,90.2,"147,051","12,205,274","1,759,040",59.0,0.0,11.0,18.6,"159,537","1,754,908","288,181",34.0,0.0,25.0,73.5,"90,649","2,266,230","736,370",35.0,0.0,27.0,77.1,"86,706","2,341,053","463,641",97.0,0.0,1.0,1.0,"120,000","120,000",0,54.0,0.0,4.0,7.4,"300,000","1,200,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-09-04,Mon,92.0,0.0,89.0,96.7,"142,788","12,708,126","1,024,769",59.0,0.0,11.0,18.6,"115,636","1,271,998","45,454",34.0,0.0,21.0,61.8,"84,406","1,772,527","627,279",35.0,0.0,26.0,74.3,"85,963","2,235,030","463,641",98.0,0.0,60.0,61.2,"98,303","5,898,182",0,54.0,0.0,9.0,16.7,"80,000","720,000",0,55.0,20.0,0.0,0.0,0,0,0
2017-09-05,Tue,92.0,0.0,89.0,96.7,"156,058","13,889,133","1,133,769",59.0,0.0,26.0,44.1,"117,014","3,042,355","23,636",34.0,0.0,22.0,64.7,"93,612","2,059,462","327,276",35.0,0.0,12.0,34.3,"96,125","1,153,495",0,98.0,0.0,77.0,78.6,"95,490","7,352,728",0,54.0,0.0,13.0,24.1,"130,769","1,700,000",0,56.0,19.0,0.0,0.0,0,"3,900,000","3,760,000"
2017-09-06,Wed,91.0,1.0,88.0,96.7,"155,700","13,701,602","989,360",59.0,0.0,5.0,8.5,"76,727","383,635","21,818",34.0,0.0,17.0,50.0,"94,187","1,601,181","436,368",35.0,0.0,21.0,60.0,"82,096","1,724,025","354,549",98.0,0.0,76.0,77.6,"103,044","7,831,364",0,54.0,0.0,31.0,57.4,"82,581","2,560,000",0,75.0,0.0,65.0,86.7,"100,000","6,500,000","1,360,000"
2017-09-07,Thu,91.0,1.0,84.0,92.3,"134,052","11,260,327","1,831,944",59.0,0.0,23.0,39.0,"126,257","2,903,908","99,999",34.0,0.0,21.0,61.8,"98,446","2,067,363","280,639",35.0,0.0,23.0,65.7,"80,174","1,844,000","272,730",98.0,0.0,72.0,73.5,"98,428","7,086,813",0,54.0,0.0,38.0,70.4,"93,158","3,540,000",0,75.0,0.0,25.0,33.3,"100,000","2,500,000",0
2017-09-08,Fri,92.0,0.0,80.0,87.0,"160,261","12,820,916","1,559,630",59.0,0.0,57.0,96.6,"144,689","8,247,271","327,272",34.0,0.0,32.0,94.1,"126,263","4,040,408","890,915",35.0,0.0,30.0,85.7,"125,770","3,773,093","559,096",97.0,0.0,11.0,11.3,"97,446","1,071,908",0,54.0,0.0,23.0,42.6,"111,304","2,560,000","3,412,500",75.0,0.0,38.0,50.7,"100,000","3,800,000",0
2017-09-09,Sat,92.0,0.0,87.0,94.6,"154,025","13,400,135","1,727,902",57.0,2.0,54.0,94.7,"163,693","8,839,405","1,249,993",34.0,0.0,34.0,100.0,"185,358","6,302,178","1,027,280",35.0,0.0,32.0,91.4,"164,145","5,252,635","512,732",97.0,0.0,81.0,83.5,"101,080","8,187,445","1,901,812",54.0,0.0,41.0,75.9,"72,195","2,960,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-09-10,Sun,92.0,0.0,87.0,94.6,"126,863","11,037,083","1,448,949",59.0,0.0,10.0,16.9,"102,714","1,027,136","307,272",34.0,0.0,24.0,70.6,"89,588","2,150,123","463,641",34.0,0.0,26.0,76.5,"79,014","2,054,355","272,730",97.0,0.0,5.0,5.2,"93,109","465,545",0,54.0,0.0,0.0,0.0,0,"1,200,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-09-11,Mon,92.0,0.0,86.0,93.5,"128,269","11,031,165","1,294,177",59.0,0.0,9.0,15.3,"109,955","989,591","23,636",34.0,0.0,20.0,58.8,"97,485","1,949,698","518,187",35.0,0.0,14.0,40.0,"77,103","1,079,444","218,184",96.0,2.0,17.0,17.7,"215,610","3,665,362",0,54.0,0.0,0.0,0.0,0,0,0,75.0,0.0,0.0,0.0,0,0,0
2017-09-12,Tue,92.0,0.0,77.0,83.7,"129,005","9,933,422","1,353,948",59.0,0.0,44.0,74.6,"112,748","4,960,902","87,273",34.0,0.0,32.0,94.1,"90,838","2,906,812","589,733",35.0,0.0,13.0,37.1,"93,065","1,209,843",0,66.0,32.0,53.0,80.3,"161,784","8,574,544",0,39.0,15.0,22.0,56.4,"80,000","1,760,000",0,75.0,0.0,64.0,85.3,"100,000","6,400,000",0
2017-09-13,Wed,92.0,0.0,86.0,93.5,"132,269","11,375,174","1,416,722",59.0,0.0,48.0,81.4,"113,807","5,462,721","170,909",34.0,0.0,28.0,82.4,"87,498","2,449,949","354,549",35.0,0.0,20.0,57.1,"81,240","1,624,796","163,638",98.0,0.0,92.0,93.9,"97,347","8,955,908",0,54.0,0.0,18.0,33.3,"66,667","1,200,000","1,350,000",75.0,0.0,41.0,54.7,"129,756","5,320,000",0
2017-09-14,Thu,92.0,0.0,86.0,93.5,"133,359","11,468,832","1,406,721",59.0,0.0,59.0,100.0,"114,684","6,766,381","123,636",33.0,1.0,31.0,93.9,"99,762","3,092,633","90,910",34.0,1.0,28.0,82.4,"79,042","2,213,167","81,819",97.0,1.0,90.0,92.8,"96,965","8,726,817",0,54.0,0.0,10.0,18.5,"241,000","2,410,000","1,905,000",75.0,0.0,28.0,37.3,"102,143","2,860,000",0
2017-09-15,Fri,92.0,0.0,73.0,79.3,"162,659","11,874,083","969,768",59.0,0.0,46.0,78.0,"123,476","5,679,918","83,637",34.0,0.0,34.0,100.0,"105,889","3,600,225","472,732",35.0,0.0,33.0,94.3,"138,135","4,558,456","471,821",53.0,44.0,46.0,86.8,"219,958","10,118,090",0,54.0,0.0,27.0,50.0,"80,000","2,160,000",0,75.0,0.0,57.0,76.0,"105,439","6,010,000",0
2017-09-16,Sat,92.0,0.0,86.0,93.5,"169,898","14,611,209","1,094,404",59.0,0.0,57.0,96.6,"160,180","9,130,285","1,702,723",34.0,0.0,33.0,97.1,"185,654","6,126,587","1,340,227",35.0,0.0,33.0,94.3,"150,634","4,970,909","1,131,822",96.0,1.0,90.0,93.8,"101,729","9,155,629","1,317,269",54.0,0.0,3.0,5.6,0,0,0,75.0,0.0,0.0,0.0,0,"100,000",0
2017-09-17,Sun,92.0,0.0,88.0,95.7,"135,188","11,896,577","1,334,857",59.0,0.0,21.0,35.6,"119,752","2,514,790","210,910",34.0,0.0,24.0,70.6,"91,930","2,206,312","618,186",35.0,0.0,21.0,60.0,"88,329","1,854,899","259,093",98.0,0.0,6.0,6.1,"93,424","560,545",0,54.0,0.0,0.0,0.0,0,"900,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-09-18,Mon,92.0,0.0,75.0,81.5,"117,854","8,839,061","1,009,859",59.0,0.0,30.0,50.8,"107,104","3,213,126","65,454",34.0,0.0,24.0,70.6,"87,637","2,103,284","600,004",35.0,0.0,15.0,42.9,"89,501","1,342,521","163,638",97.0,1.0,14.0,14.4,"210,480","2,946,726",0,23.0,31.0,0.0,0.0,0,"2,480,000",0,75.0,0.0,7.0,9.3,"100,000","700,000",0
2017-09-19,Tue,92.0,0.0,73.0,79.3,"117,625","8,586,636","1,355,313",59.0,0.0,40.0,67.8,"98,272","3,930,893",0,34.0,0.0,34.0,100.0,"95,340","3,241,554","658,333",35.0,0.0,14.0,40.0,"95,375","1,335,253",0,65.0,33.0,59.0,90.8,"163,914","9,670,908",0,43.0,11.0,9.0,20.9,"177,778","1,600,000","3,372,500",75.0,0.0,31.0,41.3,"100,000","3,100,000",0
2017-09-20,Wed,91.0,1.0,83.0,91.2,"115,592","9,594,123","1,183,404",59.0,0.0,25.0,42.4,"103,891","2,597,263","21,818",34.0,0.0,34.0,100.0,"97,819","3,325,859","381,822",35.0,0.0,11.0,31.4,"89,725","986,978","81,819",81.0,17.0,63.0,77.8,"135,234","8,519,726",0,43.0,11.0,31.0,72.1,"80,000","2,480,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-09-21,Thu,92.0,0.0,86.0,93.5,"125,766","10,815,841","1,471,767",59.0,0.0,56.0,94.9,"116,282","6,511,798","96,363",34.0,0.0,33.0,97.1,"93,237","3,076,816","63,637",34.0,1.0,16.0,47.1,"91,305","1,460,875","109,092",97.0,1.0,86.0,88.7,"101,760","8,751,362",0,31.0,23.0,20.0,64.5,"167,000","3,340,000",0,75.0,0.0,10.0,13.3,"85,000","850,000",0
2017-09-22,Fri,91.0,1.0,86.0,94.5,"153,257","13,180,068","1,582,673",59.0,0.0,47.0,79.7,"132,632","6,233,720","460,001",34.0,0.0,31.0,91.2,"108,584","3,366,089","538,642",35.0,0.0,35.0,100.0,"145,662","5,098,181","1,500,000",97.0,0.0,67.0,69.1,"112,015","7,505,000","36,364",54.0,0.0,0.0,0.0,0,"1,940,000","5,867,500",75.0,0.0,52.0,69.3,"97,500","5,070,000",0
2017-09-23,Sat,91.0,1.0,79.0,86.8,"162,161","12,810,711","1,628,127",59.0,0.0,53.0,89.8,"152,931","8,105,363","1,694,541",34.0,0.0,33.0,97.1,"148,463","4,899,268","727,280",35.0,0.0,30.0,85.7,"147,288","4,418,631","690,914",97.0,0.0,62.0,63.9,"85,073","5,274,538",0,54.0,0.0,0.0,0.0,0,0,0,75.0,0.0,0.0,0.0,0,"130,000",0
2017-09-24,Sun,92.0,0.0,89.0,96.7,"110,442","9,829,334","1,467,083",59.0,0.0,9.0,15.3,"106,222","955,999","87,272",34.0,0.0,29.0,85.3,"92,344","2,677,982","718,189",35.0,0.0,18.0,51.4,"68,187","1,227,367","327,276",97.0,1.0,28.0,28.9,"103,396","2,895,091",0,54.0,0.0,0.0,0.0,0,0,0,75.0,0.0,0.0,0.0,0,0,0
2017-09-25,Mon,92.0,0.0,92.0,100.0,"101,310","9,320,521","1,384,040",59.0,0.0,30.0,50.8,"130,848","3,925,449","103,636",32.0,2.0,26.0,81.3,"91,100","2,368,594","445,459",35.0,0.0,8.0,22.9,"76,398","611,183","81,819",90.0,8.0,64.0,71.1,"105,028","6,721,818",0,54.0,0.0,0.0,0.0,0,0,0,63.0,12.0,5.0,7.9,"1,660,000","8,300,000","1,305,000"
2017-09-26,Tue,91.0,1.0,86.0,94.5,"104,556","8,991,793","1,381,721",59.0,0.0,46.0,78.0,"112,362","5,168,632","43,636",34.0,0.0,32.0,94.1,"103,475","3,311,207","172,729",34.0,0.0,10.0,29.4,"-23,193","-231,929",0,98.0,0.0,64.0,65.3,"98,526","6,305,636",0,54.0,0.0,6.0,11.1,"80,000","480,000",0,75.0,0.0,5.0,6.7,"100,000","500,000","720,000"
2017-09-27,Wed,92.0,0.0,85.0,92.4,"107,519","9,139,089","1,480,496",59.0,0.0,9.0,15.3,"145,899","1,313,091","21,818",34.0,0.0,28.0,82.4,"95,550","2,675,387","400,003",35.0,0.0,6.0,17.1,"77,000","462,001","54,546",98.0,0.0,19.0,19.4,"100,000","1,900,000",0,54.0,0.0,11.0,20.4,"157,636","1,734,000",0,75.0,0.0,0.0,0.0,0,"200,000",0
2017-09-28,Thu,92.0,0.0,83.0,90.2,"113,906","9,454,223","1,792,904",59.0,0.0,44.0,74.6,"118,078","5,195,440","101,819",34.0,0.0,25.0,73.5,"89,658","2,241,459","327,276",35.0,0.0,15.0,42.9,"68,903","1,033,548","136,365",98.0,0.0,55.0,56.1,"99,397","5,466,818",0,54.0,0.0,13.0,24.1,"145,692","1,894,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-09-29,Fri,92.0,0.0,72.0,78.3,"154,843","11,148,716","1,833,357",59.0,0.0,18.0,30.5,"157,237","2,830,269","290,911",34.0,0.0,31.0,91.2,"48,620","1,507,213","518,185",35.0,0.0,16.0,45.7,"123,233","1,971,730","327,276",98.0,0.0,1.0,1.0,"3,337,727","3,337,727",0,52.0,2.0,48.0,92.3,"165,720","7,954,552","24,360,000",75.0,0.0,73.0,97.3,"118,406","8,643,636",0
2017-09-30,Sat,92.0,0.0,81.0,88.0,"184,150","14,916,111","2,810,443",58.0,1.0,53.0,91.4,"161,846","8,577,844","1,729,084",34.0,0.0,33.0,97.1,"182,821","6,033,096","1,181,830",35.0,0.0,31.0,88.6,"163,053","5,054,641","610,914",98.0,0.0,94.0,95.9,"69,736","6,555,179","379,999",54.0,0.0,0.0,0.0,0,0,0,75.0,0.0,57.0,76.0,"82,565","4,706,205",0
2017-10-01,Sun,92.0,0.0,86.0,93.5,"194,788","16,751,799","1,755,765",57.0,2.0,49.0,86.0,"175,438","8,596,449","1,338,633",34.0,0.0,30.0,88.2,"186,852","5,605,557","1,027,283",35.0,0.0,31.0,88.6,"163,336","5,063,431","518,187",98.0,0.0,79.0,80.6,"100,580","7,945,802","2,798,178",54.0,0.0,0.0,0.0,0,0,0,75.0,0.0,47.0,62.7,"52,472","2,466,201",0
2017-10-02,Mon,92.0,0.0,76.0,82.6,"196,470","14,931,704","1,467,540",58.0,1.0,55.0,94.8,"176,257","9,694,115","1,237,724",34.0,0.0,31.0,91.2,"173,660","5,383,454","654,552",35.0,0.0,31.0,88.6,"172,557","5,349,272","477,276",98.0,0.0,90.0,91.8,"105,314","9,478,260","3,020,908",54.0,0.0,8.0,14.8,"144,034","1,152,275",0,75.0,0.0,0.0,0.0,0,0,0
2017-10-03,Tue,92.0,0.0,77.0,83.7,"191,074","14,712,729","1,897,267",59.0,0.0,56.0,94.9,"183,571","10,279,955","1,760,905",34.0,0.0,33.0,97.1,"176,413","5,821,633","736,370",35.0,0.0,31.0,88.6,"173,537","5,379,655","481,822",98.0,0.0,95.0,96.9,"100,320","9,530,432","3,849,085",54.0,0.0,0.0,0.0,0,0,0,75.0,0.0,0.0,0.0,0,0,0
2017-10-04,Wed,92.0,0.0,83.0,90.2,"194,380","16,133,528","2,282,674",58.0,1.0,54.0,93.1,"189,656","10,241,444","1,701,813",34.0,0.0,33.0,97.1,"216,618","7,148,379","1,309,100",35.0,0.0,33.0,94.3,"182,450","6,020,854","672,732",98.0,0.0,93.0,94.9,"98,320","9,143,797","3,439,990",54.0,0.0,2.0,3.7,"300,000","600,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-10-05,Thu,92.0,0.0,83.0,90.2,"193,994","16,101,529","2,148,354",57.0,2.0,57.0,100.0,"191,405","10,910,083","1,844,539",34.0,0.0,34.0,100.0,"188,615","6,412,907","1,009,099",35.0,0.0,34.0,97.1,"181,492","6,170,729","436,367",98.0,0.0,97.0,99.0,"105,939","10,276,071","3,688,174",54.0,0.0,3.0,5.6,"300,000","900,000",0,75.0,0.0,0.0,0.0,0,0,0
2017-10-06,Fri,91.0,0.0,80.0,87.9,"196,636","15,730,855","1,911,767",57.0,2.0,57.0,100.0,"185,142","10,553,083","2,222,270",34.0,0.0,34.0,100.0,"185,612","6,310,818","981,825",35.0,0.0,33.0,94.3,"174,344","5,753,367","600,005",97.0,0.0,95.0,97.9,"97,213","9,235,251","3,734,536",54.0,0.0,5.0,9.3,"290,000","1,450,000",0,75.0,0.0,55.0,73.3,"51,389","2,826,387",0
2017-10-07,Sat,92.0,0.0,76.0,82.6,"188,397","14,318,184","1,927,540",59.0,0.0,59.0,100.0,"194,276","11,462,267","1,867,723",34.0,0.0,34.0,100.0,"186,270","6,333,177","990,918",34.0,1.0,32.0,94.1,"178,369","5,707,818","386,367",97.0,0.0,94.0,96.9,"105,464","9,913,614","3,359,079",54.0,0.0,30.0,55.6,"83,728","2,511,830",0,75.0,0.0,50.0,66.7,"180,619","9,030,930",0
2017-10-08,Sun,92.0,0.0,89.0,96.7,"134,867","12,003,137","2,083,992",59.0,0.0,52.0,88.1,"172,743","8,982,632","1,347,269",34.0,0.0,26.0,76.5,"209,161","5,438,180","1,109,102",35.0,0.0,31.0,88.6,"126,314","3,915,746","327,275",98.0,0.0,93.0,94.9,"102,490","9,531,532","2,703,630",54.0,0.0,33.0,61.1,"73,141","2,413,650",0,75.0,0.0,38.0,50.7,"102,373","3,890,190",0
2017-10-09,Mon,92.0,0.0,86.0,93.5,"114,710","9,865,073","1,598,537",59.0,0.0,11.0,18.6,"99,031","1,089,337","90,908",34.0,0.0,18.0,52.9,"100,962","1,817,318","445,459",35.0,0.0,11.0,31.4,"81,623","897,850","177,274",98.0,0.0,1.0,1.0,"141,454","141,454",0,54.0,0.0,15.0,27.8,"50,455","756,825",0,75.0,0.0,0.0,0.0,0,0,0
2017-10-10,Tue,92.0,0.0,76.0,82.6,"98,924","7,518,254","1,478,404",59.0,0.0,14.0,23.7,"157,727","2,208,181","203,638",34.0,0.0,13.0,38.2,"85,902","1,116,727","171,547",35.0,0.0,7.0,20.0,"75,688","529,819",0,98.0,0.0,0.0,0.0,0,0,0,54.0,0.0,0.0,0.0,0,0,0,75.0,0.0,0.0,0.0,0,0,0
2017-10-11,Wed,92.0,0.0,89.0,96.7,"99,618","8,866,007","1,045,997",59.0,0.0,5.0,8.5,"93,091","465,454","21,818",34.0,0.0,21.0,61.8,"88,695","1,862,591","345,456",35.0,0.0,6.0,17.1,"74,803","448,819","54,546",97.0,1.0,2.0,2.1,"152,046","304,091",0,54.0,0.0,10.0,18.5,"102,000","1,020,000",0,75.0,0.0,19.0,25.3,"100,000","1,900,000",0
2017-10-12,Thu,92.0,0.0,84.0,91.3,"111,187","9,339,691","1,160,222",59.0,0.0,46.0,78.0,"125,553","5,775,444","25,455",34.0,0.0,29.0,85.3,"97,970","2,841,137","227,275",35.0,0.0,7.0,20.0,"63,065","441,456","190,911",95.0,3.0,33.0,34.7,"117,782","3,886,819",0,54.0,0.0,34.0,63.0,"86,471","2,940,000",0,75.0,0.0,44.0,58.7,"100,000","4,400,000",0
2017-10-13,Fri,92.0,0.0,65.0,70.7,"144,219","9,374,206","1,020,721",59.0,0.0,19.0,32.2,"153,828","2,922,727","352,730",34.0,0.0,28.0,82.4,"103,409","2,895,455","513,640",35.0,0.0,22.0,62.9,"125,153","2,753,367","272,730",96.0,2.0,63.0,65.6,"97,783","6,160,360",0,54.0,0.0,39.0,72.2,"80,256","3,130,000",0,75.0,0.0,51.0,68.0,"94,902","4,840,000",0
2017-10-14,Sat,92.0,0.0,81.0,88.0,"157,991","12,797,270","1,972,899",59.0,0.0,53.0,89.8,"163,254","8,652,454","1,458,178",34.0,0.0,34.0,100.0,"198,562","6,751,093","1,113,643",35.0,0.0,30.0,85.7,"159,700","4,790,997","586,369",97.0,1.0,97.0,100.0,"112,614","10,923,512","268,181",54.0,0.0,36.0,66.7,"64,394","2,318,188",0,75.0,0.0,53.0,70.7,"58,868","3,120,019",0
