Date,Day,제주Ava,제주H/U,제주Sold,제주Occ%,제주ADR,제주Rm Rev.,제주FB Rev.,남원Ava,남원H/U,남원Sold,남원Occ%,남원ADR,남원Rm Rev.,남원FB Rev.,경주Ava,경주H/U,경주Sold,경주Occ%,경주ADR,경주Rm Rev.,경주FB Rev.,낙산Ava,낙산H/U,낙산Sold,낙산Occ%,낙산ADR,낙산Rm Rev.,낙산FB Rev.,드림Ava,드림H/U,드림Sold,드림Occ%,드림ADR,드림Rm Rev.,드림FB Rev.,도고Ava,도고H/U,도고Sold,도고Occ%,도고ADR,도고Rm Rev.,도고FB Rev.,가평Ava,가평H/U,가평Sold,가평Occ%,가평ADR,가평Rm Rev.,가평FB Rev.
2008-09-29,Mon,90.0,0.0,90.0,100.0,"85,594","7,703,489",0,,,,,,,,34.0,0.0,6.0,17.6,"57,879","347,272",0,32.0,0.0,3.0,9.4,"78,788","236,363",0,104.0,0.0,39.0,37.5,"88,625","3,456,364",0,,,,,,,,,,,,,,
2008-09-30,Tue,90.0,0.0,87.0,96.7,"84,337","7,337,345",0,,,,,,,,34.0,0.0,3.0,8.8,"72,545","217,636",0,32.0,0.0,2.0,6.3,"90,909","181,818",0,104.0,0.0,20.0,19.2,"75,636","1,512,728",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,440,000",0
2008-10-01,Wed,90.0,0.0,90.0,100.0,"88,203","7,938,236",0,,,,,,,,34.0,0.0,7.0,20.6,"66,104","462,726",0,32.0,0.0,5.0,15.6,"87,273","436,364",0,104.0,0.0,2.0,1.9,"36,364","72,728",0,,,,,,,,,,,,,,
2008-10-02,Thu,89.0,1.0,90.0,101.1,"89,083","8,017,502",0,,,,,,,,34.0,0.0,19.0,55.9,"79,809","1,516,364",0,32.0,0.0,27.0,84.4,"70,876","1,913,640",0,104.0,0.0,15.0,14.4,"35,455","531,825",0,,,,,,,,0.0,0.0,0.0,0.0,0,"2,340,000",0
2008-10-03,Fri,89.0,1.0,83.0,93.3,"115,992","9,627,353",0,,,,,,,,34.0,0.0,33.0,97.1,"96,198","3,174,545",0,32.0,0.0,32.0,100.0,"94,546","3,025,458",0,104.0,0.0,83.0,79.8,"45,904","3,810,035",0,,,,,,,,0.0,0.0,0.0,0.0,0,"480,000",0
2008-10-04,Sat,90.0,0.0,78.0,86.7,"112,604","8,783,108",0,,,,,,,,34.0,0.0,30.0,88.2,"96,061","2,881,826",0,32.0,0.0,27.0,84.4,"100,000","2,700,002",0,104.0,0.0,78.0,75.0,"42,425","3,309,123",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,800,000",0
2008-10-05,Sun,90.0,0.0,71.0,78.9,"82,557","5,861,580",0,,,,,,,,34.0,0.0,8.0,23.5,"74,887","599,092",0,32.0,0.0,4.0,12.5,"56,818","227,273",0,104.0,0.0,6.0,5.8,"83,333","500,000",0,,,,,,,,,,,,,,
2008-10-06,Mon,90.0,0.0,71.0,78.9,"87,276","6,196,569",0,,,,,,,,34.0,0.0,1.0,2.9,"51,818","51,818",0,32.0,0.0,8.0,25.0,"71,591","572,728",0,88.0,16.0,42.0,47.7,"69,437","2,916,364",0,,,,,,,,,,,,,,
2008-10-07,Tue,88.0,2.0,57.0,64.8,"88,971","5,071,363",0,,,,,,,,34.0,0.0,5.0,14.7,"53,636","268,181",0,32.0,0.0,2.0,6.3,"59,091","118,182",0,88.0,16.0,44.0,50.0,"68,017","2,992,728",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,200,000",0
2008-10-08,Wed,90.0,0.0,39.0,43.3,"88,033","3,433,275",0,,,,,,,,34.0,0.0,5.0,14.7,"59,636","298,182",0,32.0,0.0,3.0,9.4,"59,091","177,273",0,75.0,29.0,5.0,6.7,"49,091","245,456",0,,,,,,,,0.0,0.0,0.0,0.0,0,"2,580,000",0
2008-10-09,Thu,90.0,0.0,53.0,58.9,"88,588","4,695,147",0,,,,,,,,34.0,0.0,8.0,23.5,"62,727","501,818",0,32.0,0.0,5.0,15.6,"74,546","372,728",0,94.0,10.0,1.0,1.1,"80,000","80,000",0,,,,,,,,0.0,0.0,0.0,0.0,0,"2,160,000",0
2008-10-10,Fri,90.0,0.0,76.0,84.4,"104,030","7,906,286",0,,,,,,,,34.0,0.0,32.0,94.1,"115,625","3,700,000",0,31.0,0.0,19.0,61.3,"85,837","1,630,910",0,34.0,70.0,27.0,79.4,"116,222","3,138,000",0,,,,,,,,0.0,0.0,0.0,0.0,0,"960,000",0
2008-10-11,Sat,90.0,0.0,67.0,74.4,"113,296","7,590,857",0,,,,,,,,34.0,0.0,33.0,97.1,"118,292","3,903,636",0,32.0,0.0,29.0,90.6,"94,734","2,747,276",0,104.0,0.0,86.0,82.7,"87,738","7,545,468",0,,,,,,,,0.0,0.0,0.0,0.0,0,"5,100,000",0
2008-10-12,Sun,90.0,0.0,86.0,95.6,"90,252","7,761,662",0,,,,,,,,34.0,0.0,9.0,26.5,"65,656","590,908",0,32.0,0.0,7.0,21.9,"83,766","586,364",0,104.0,0.0,4.0,3.8,"73,864","295,455",0,,,,,,,,0.0,0.0,0.0,0.0,0,"4,320,000",0
2008-10-13,Mon,90.0,0.0,85.0,94.4,"84,730","7,202,088",0,,,,,,,,34.0,0.0,2.0,5.9,"88,182","176,363",0,32.0,0.0,30.0,93.8,"68,182","2,045,445",0,101.0,3.0,10.0,9.9,"80,000","800,000",0,,,,,,,,,,,,,,
2008-10-14,Tue,90.0,0.0,89.0,98.9,"79,490","7,074,648",0,,,,,,,,34.0,0.0,8.0,23.5,"66,932","535,455",0,32.0,0.0,30.0,93.8,"68,182","2,045,445",0,77.0,27.0,12.0,15.6,"71,970","863,638",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,080,000",0
2008-10-15,Wed,89.0,1.0,62.0,69.7,"80,392","4,984,313",0,,,,,,,,34.0,0.0,7.0,20.6,"60,000","420,000",0,32.0,0.0,3.0,9.4,"92,424","277,273",0,101.0,3.0,1.0,1.0,"36,364","36,364",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,080,000",0
2008-10-16,Thu,87.0,3.0,87.0,100.0,"81,564","7,096,043",0,,,,,,,,31.0,0.0,5.0,16.1,"68,182","340,909",0,32.0,0.0,27.0,84.4,"67,676","1,827,264",0,75.0,29.0,5.0,6.7,"66,546","332,728",0,,,,,,,,,,,,,,
2008-10-17,Fri,90.0,0.0,60.0,66.7,"114,267","6,856,007",0,,,,,,,,31.0,0.0,10.0,32.3,"71,091","710,911",0,32.0,0.0,27.0,84.4,"85,858","2,318,178",0,102.0,1.0,44.0,43.1,"89,752","3,949,095",0,,,,,,,,0.0,0.0,0.0,0.0,0,"5,040,000",0
2008-10-18,Sat,90.0,0.0,55.0,61.1,"108,153","5,948,411",0,,,,,,,,34.0,0.0,32.0,94.1,"102,159","3,269,094",0,32.0,0.0,28.0,87.5,"88,961","2,490,912",0,103.0,1.0,70.0,68.0,"69,052","4,833,655",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,860,000",0
2008-10-19,Sun,90.0,0.0,48.0,53.3,"83,404","4,003,370",0,,,,,,,,34.0,0.0,7.0,20.6,"59,091","413,636",0,32.0,0.0,7.0,21.9,"74,026","518,183",0,104.0,0.0,5.0,4.8,"53,818","269,092",0,,,,,,,,0.0,0.0,0.0,0.0,0,"2,400,000",0
2008-10-20,Mon,90.0,0.0,90.0,100.0,"68,202","6,138,205",0,,,,,,,,34.0,0.0,7.0,20.6,"79,481","556,364",0,32.0,0.0,6.0,18.8,"73,485","440,910",0,103.0,1.0,29.0,28.2,"82,069","2,380,000",0,,,,,,,,,,,,,,
2008-10-21,Tue,90.0,0.0,89.0,98.9,"67,990","6,051,087",0,,,,,,,,34.0,0.0,3.0,8.8,"71,818","215,455",0,32.0,0.0,11.0,34.4,"61,157","672,727",0,89.0,15.0,54.0,60.7,"87,088","4,702,728",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,020,000",0
2008-10-22,Wed,90.0,0.0,74.0,82.2,"74,068","5,481,013",0,,,,,,,,34.0,0.0,9.0,26.5,"66,263","596,364",0,32.0,0.0,6.0,18.8,"75,455","452,728",0,74.0,30.0,14.0,18.9,"78,507","1,099,092",0,,,,,,,,0.0,0.0,0.0,0.0,0,"4,200,000",0
2008-10-23,Thu,90.0,0.0,88.0,97.8,"76,568","6,738,016",0,,,,,,,,34.0,0.0,10.0,29.4,"74,818","748,182",0,32.0,0.0,9.0,28.1,"54,546","490,910",0,88.0,16.0,34.0,38.6,"90,992","3,093,728",0,,,,,,,,0.0,0.0,0.0,0.0,0,"960,000",0
2008-10-24,Fri,90.0,0.0,64.0,71.1,"107,544","6,882,806",0,,,,,,,,34.0,0.0,24.0,70.6,"107,386","2,577,274",0,32.0,0.0,29.0,90.6,"88,715","2,572,734",0,104.0,0.0,27.0,26.0,"86,869","2,345,460",0,,,,,,,,,,,,,,
2008-10-25,Sat,90.0,0.0,46.0,51.1,"109,718","5,047,014",0,,,,,,,,34.0,0.0,33.0,97.1,"119,449","3,941,816",0,32.0,0.0,30.0,93.8,"87,940","2,638,185",0,104.0,0.0,71.0,68.3,"73,982","5,252,745",0,,,,,,,,0.0,0.0,0.0,0.0,0,"7,320,000",0
2008-10-26,Sun,90.0,0.0,58.0,64.4,"86,715","5,029,491",0,,,,,,,,34.0,0.0,6.0,17.6,"56,818","340,909",0,32.0,0.0,8.0,25.0,"69,887","559,092",0,104.0,0.0,3.0,2.9,"68,788","206,364",0,,,,,,,,,,,,,,
2008-10-27,Mon,90.0,0.0,89.0,98.9,"87,156","7,756,913",0,,,,,,,,34.0,0.0,2.0,5.9,"70,000","140,000",0,32.0,0.0,5.0,15.6,"62,727","313,637",0,104.0,0.0,8.0,7.7,"80,000","640,000",0,,,,,,,,,,,,,,
2008-10-28,Tue,90.0,0.0,90.0,100.0,"89,319","8,038,745",0,,,,,,,,34.0,0.0,5.0,14.7,"64,545","322,727",0,32.0,0.0,6.0,18.8,"87,879","527,272",0,104.0,0.0,9.0,8.7,"80,000","720,000",0,,,,,,,,0.0,0.0,0.0,0.0,0,"900,000",0
2008-10-29,Wed,90.0,0.0,64.0,71.1,"95,375","6,103,999",0,,,,,,,,34.0,0.0,34.0,100.0,"83,904","2,852,728",0,32.0,0.0,5.0,15.6,"99,091","495,455",0,104.0,0.0,1.0,1.0,"36,364","36,364",0,,,,,,,,0.0,0.0,0.0,0.0,0,"600,000",0
2008-10-30,Thu,90.0,0.0,58.0,64.4,"91,029","5,279,685",0,,,,,,,,34.0,0.0,5.0,14.7,"62,727","313,636",0,32.0,0.0,2.0,6.3,"59,091","118,182",0,104.0,0.0,23.0,22.1,"100,000","2,300,000",0,,,,,,,,,,,,,,
2008-10-31,Fri,90.0,0.0,34.0,37.8,"110,664","3,762,573",0,,,,,,,,34.0,0.0,32.0,94.1,"107,216","3,430,916",0,32.0,0.0,9.0,28.1,"115,152","1,036,365",0,104.0,0.0,61.0,58.7,"106,841","6,517,275",0,,,,,,,,0.0,0.0,0.0,0.0,0,"18,960,000",0
2008-11-01,Sat,90.0,0.0,55.0,61.1,"108,794","5,983,695",0,,,,,,,,34.0,0.0,32.0,94.1,"104,347","3,339,097",0,32.0,0.0,25.0,78.1,"78,873","1,971,823",0,104.0,0.0,52.0,50.0,"67,710","3,520,925",0,,,,,,,,,,,,,,
2008-11-02,Sun,90.0,0.0,87.0,96.7,"89,994","7,829,515",0,,,,,,,,34.0,0.0,6.0,17.6,"65,455","392,727",0,32.0,0.0,8.0,25.0,"67,046","536,364",0,104.0,0.0,2.0,1.9,"178,182","356,364",0,,,,,,,,0.0,0.0,0.0,0.0,0,"960,000",0
2008-11-03,Mon,90.0,0.0,85.0,94.4,"92,331","7,848,103",0,,,,,,,,34.0,0.0,4.0,11.8,"70,000","280,000",0,32.0,0.0,1.0,3.1,"59,091","59,091",0,104.0,0.0,15.0,14.4,"77,091","1,156,364",0,,,,,,,,,,,,,,
2008-11-04,Tue,90.0,0.0,90.0,100.0,"87,571","7,881,348",0,,,,,,,,34.0,0.0,11.0,32.4,"69,421","763,636",0,32.0,0.0,1.0,3.1,"31,818","31,818",0,104.0,0.0,26.0,25.0,"75,245","1,956,364",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,440,000",0
2008-11-05,Wed,90.0,0.0,90.0,100.0,"87,066","7,835,931",0,,,,,,,,34.0,0.0,8.0,23.5,"63,523","508,182",0,32.0,0.0,3.0,9.4,"136,364","409,091",0,103.0,1.0,95.0,92.2,"83,579","7,940,000",0,,,,,,,,0.0,0.0,0.0,0.0,0,"480,000",0
2008-11-06,Thu,88.0,2.0,89.0,101.1,"89,143","7,933,756",0,,,,,,,,34.0,0.0,12.0,35.3,"64,546","774,546",0,32.0,0.0,8.0,25.0,"85,227","681,819",0,96.0,8.0,12.0,12.5,"81,061","972,728",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,560,000",0
2008-11-07,Fri,89.0,1.0,62.0,69.7,"117,107","7,260,605",0,,,,,,,,34.0,0.0,22.0,64.7,"98,884","2,175,455",0,32.0,0.0,14.0,43.8,"102,857","1,440,001",0,76.0,28.0,39.0,51.3,"75,362","2,939,099",0,,,,,,,,0.0,0.0,0.0,0.0,0,"3,780,000",0
2008-11-08,Sat,89.0,1.0,46.0,51.7,"110,114","5,065,239",0,,,,,,,,34.0,0.0,33.0,97.1,"101,240","3,340,909",0,32.0,0.0,32.0,100.0,"88,864","2,843,642",0,98.0,6.0,51.0,52.0,"49,555","2,527,293",0,,,,,,,,0.0,0.0,0.0,0.0,0,"360,000",0
2008-11-09,Sun,90.0,0.0,63.0,70.0,"81,811","5,154,100",0,,,,,,,,34.0,0.0,11.0,32.4,"100,579","1,106,364",0,32.0,0.0,11.0,34.4,"86,198","948,183",0,104.0,0.0,6.0,5.8,"68,031","408,184",0,,,,,,,,,,,,,,
2008-11-10,Mon,90.0,0.0,76.0,84.4,"84,231","6,401,581",0,,,,,,,,34.0,0.0,8.0,23.5,"94,205","753,636",0,32.0,0.0,4.0,12.5,"57,955","231,818",0,103.0,1.0,4.0,3.9,"38,864","155,456",0,,,,,,,,,,,,,,
2008-11-11,Tue,90.0,0.0,77.0,85.6,"82,463","6,349,635",0,,,,,,,,34.0,0.0,5.0,14.7,"63,273","316,364",0,32.0,0.0,4.0,12.5,"67,046","268,182",0,72.0,32.0,14.0,19.4,"80,000","1,120,000",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,080,000",0
2008-11-12,Wed,90.0,0.0,53.0,58.9,"89,358","4,735,963",0,,,,,,,,34.0,0.0,5.0,14.7,"66,364","331,818",0,32.0,0.0,1.0,3.1,"86,364","86,364",0,101.0,3.0,16.0,15.8,"71,364","1,141,820",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,680,000",0
2008-11-13,Thu,90.0,0.0,55.0,61.1,"93,326","5,132,919",0,,,,,,,,34.0,0.0,12.0,35.3,"67,424","809,091",0,32.0,0.0,4.0,12.5,"71,591","286,364",0,104.0,0.0,46.0,44.2,"87,391","4,020,000",0,,,,,,,,,,,,,,
2008-11-14,Fri,90.0,0.0,65.0,72.2,"116,178","7,551,602",0,,,,,,,,34.0,0.0,12.0,35.3,"102,046","1,224,547",0,27.0,5.0,5.0,18.5,"98,182","490,910",0,104.0,0.0,32.0,30.8,"115,170","3,685,455",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,200,000",0
2008-11-15,Sat,84.0,6.0,56.0,66.7,"103,986","5,823,226",0,,,,,,,,34.0,0.0,33.0,97.1,"117,273","3,869,999",0,32.0,0.0,25.0,78.1,"78,473","1,961,823",0,100.0,4.0,53.0,53.0,"63,345","3,357,290",0,,,,,,,,0.0,0.0,0.0,0.0,0,"2,400,000",0
2008-11-16,Sun,85.0,5.0,41.0,48.2,"76,608","3,140,918",0,,,,,,,,34.0,0.0,8.0,23.5,"70,568","564,545",0,32.0,0.0,9.0,28.1,"87,879","790,910",0,104.0,0.0,1.0,1.0,"36,364","36,364",0,,,,,,,,0.0,0.0,0.0,0.0,0,"780,000",0
2008-11-17,Mon,90.0,0.0,63.0,70.0,"78,793","4,963,976",0,,,,,,,,34.0,0.0,12.0,35.3,"64,697","776,363",0,32.0,0.0,4.0,12.5,"89,773","359,091",0,98.0,6.0,16.0,16.3,"75,000","1,200,000",0,,,,,,,,,,,,,,
2008-11-18,Tue,90.0,0.0,80.0,88.9,"79,832","6,386,597",0,,,,,,,,34.0,0.0,6.0,17.6,"54,848","329,090",0,32.0,0.0,9.0,28.1,"66,162","595,455",0,85.0,19.0,16.0,18.8,"75,000","1,200,000",0,,,,,,,,,,,,,,
2008-11-19,Wed,85.0,5.0,57.0,67.1,"79,114","4,509,523",0,,,,,,,,34.0,0.0,8.0,23.5,"95,000","760,000",0,32.0,0.0,7.0,21.9,"76,624","536,365",0,104.0,0.0,41.0,39.4,"80,976","3,320,000",0,,,,,,,,0.0,0.0,0.0,0.0,0,"2,160,000",0
2008-11-20,Thu,90.0,0.0,89.0,98.9,"79,242","7,052,566",0,,,,,,,,34.0,0.0,10.0,29.4,"73,182","731,818",0,32.0,0.0,4.0,12.5,"73,864","295,454",0,104.0,0.0,41.0,39.4,"80,976","3,320,000",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,800,000",0
2008-11-21,Fri,90.0,0.0,88.0,97.8,"104,933","9,234,116",0,,,,,,,,34.0,0.0,20.0,58.8,"102,182","2,043,639",0,32.0,0.0,10.0,31.3,"90,909","909,091",0,103.0,1.0,29.0,28.2,"70,094","2,032,735",0,,,,,,,,0.0,0.0,0.0,0.0,0,"7,020,000",0
2008-11-22,Sat,90.0,0.0,57.0,63.3,"100,107","5,706,088",0,,,,,,,,34.0,0.0,31.0,91.2,"101,261","3,139,100",0,32.0,0.0,27.0,84.4,"77,172","2,083,642",0,104.0,0.0,75.0,72.1,"70,691","5,301,838",0,,,,,,,,,,,,,,
2008-11-23,Sun,90.0,0.0,45.0,50.0,"77,456","3,485,512",0,,,,,,,,34.0,0.0,12.0,35.3,"69,470","833,636",0,32.0,0.0,3.0,9.4,"69,697","209,091",0,104.0,0.0,2.0,1.9,"59,546","119,092",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,200,000",0
2008-11-24,Mon,90.0,0.0,39.0,43.3,"79,241","3,090,406",0,,,,,,,,34.0,0.0,3.0,8.8,"34,545","103,636",0,32.0,0.0,6.0,18.8,"81,818","490,909",0,104.0,0.0,3.0,2.9,"45,455","136,364",0,,,,,,,,,,,,,,
2008-11-25,Tue,90.0,0.0,31.0,34.4,"77,769","2,410,833",0,,,,,,,,34.0,0.0,6.0,17.6,"65,000","390,001",0,32.0,0.0,9.0,28.1,"71,212","640,910",0,78.0,26.0,28.0,35.9,"86,039","2,409,092",0,,,,,,,,,,,,,,
2008-11-26,Wed,90.0,0.0,66.0,73.3,"87,704","5,788,436",0,,,,,,,,34.0,0.0,12.0,35.3,"63,333","760,000",0,32.0,0.0,3.0,9.4,"62,121","186,364",0,80.0,24.0,60.0,75.0,"81,879","4,912,728",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,980,000",0
2008-11-27,Thu,89.0,1.0,67.0,75.3,"82,715","5,541,885",0,,,,,,,,34.0,0.0,10.0,29.4,"72,273","722,728",0,32.0,0.0,1.0,3.1,"59,091","59,091",0,79.0,25.0,44.0,55.7,"81,405","3,581,820",0,,,,,,,,0.0,0.0,0.0,0.0,0,"2,520,000",0
2008-11-28,Fri,90.0,0.0,42.0,46.7,"100,834","4,235,036",0,,,,,,,,34.0,0.0,7.0,20.6,"101,169","708,182",0,32.0,0.0,8.0,25.0,"94,318","754,546",0,104.0,0.0,6.0,5.8,"45,455","272,730",0,,,,,,,,,,,,,,
2008-11-29,Sat,90.0,0.0,36.0,40.0,"113,319","4,079,496",0,,,,,,,,34.0,0.0,27.0,79.4,"103,165","2,785,456",0,32.0,0.0,21.0,65.6,"99,134","2,081,820",0,104.0,0.0,36.0,34.6,"58,990","2,123,649",0,,,,,,,,0.0,0.0,0.0,0.0,0,"2,040,000",0
2008-11-30,Sun,90.0,0.0,22.0,24.4,"77,694","1,709,260",0,,,,,,,,34.0,0.0,8.0,23.5,"67,955","543,637",0,32.0,0.0,7.0,21.9,"132,987","930,910",0,104.0,0.0,1.0,1.0,"126,364","126,364",0,,,,,,,,0.0,0.0,0.0,0.0,0,"6,300,000",0
2008-12-01,Mon,90.0,0.0,25.0,27.8,"71,584","1,789,599",0,,,,,,,,34.0,0.0,4.0,11.8,"60,909","243,636",0,32.0,0.0,1.0,3.1,"81,818","81,818",0,101.0,3.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,
2008-12-02,Tue,90.0,0.0,30.0,33.3,"67,765","2,032,957",0,,,,,,,,34.0,0.0,7.0,20.6,"60,519","423,636",0,32.0,0.0,4.0,12.5,"81,818","327,272",0,104.0,0.0,5.0,4.8,"80,000","400,000",0,,,,,,,,,,,,,,
2008-12-03,Wed,90.0,0.0,23.0,25.6,"70,490","1,621,268",0,,,,,,,,34.0,0.0,11.0,32.4,"77,273","849,999",0,32.0,0.0,3.0,9.4,"39,394","118,181",0,104.0,0.0,39.0,37.5,"75,291","2,936,364",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,020,000",0
2008-12-04,Thu,90.0,0.0,32.0,35.6,"61,776","1,976,822",0,,,,,,,,34.0,0.0,24.0,70.6,"80,682","1,936,363",0,32.0,0.0,3.0,9.4,"34,848","104,545",0,96.0,8.0,26.0,27.1,"73,427","1,909,092",0,,,,,,,,0.0,0.0,0.0,0.0,0,"420,000",0
2008-12-05,Fri,90.0,0.0,40.0,44.4,"69,089","2,763,564",0,,,,,,,,34.0,0.0,33.0,97.1,"111,515","3,680,005",0,32.0,0.0,12.0,37.5,"71,515","858,183",0,6.0,98.0,0.0,0.0,0,0,0,,,,,,,,,,,,,,
2008-12-06,Sat,90.0,0.0,78.0,86.7,"83,189","6,488,743",0,,,,,,,,34.0,0.0,26.0,76.5,"99,336","2,582,732",0,32.0,0.0,26.0,81.3,"70,769","1,840,002",0,92.0,12.0,43.0,46.7,"51,671","2,221,835",0,,,,,,,,0.0,0.0,0.0,0.0,0,"6,600,000",0
2008-12-07,Sun,90.0,0.0,54.0,60.0,"66,695","3,601,520",0,,,,,,,,34.0,0.0,7.0,20.6,"68,052","476,363",0,32.0,0.0,2.0,6.3,"68,182","136,363",0,104.0,0.0,18.0,17.3,"30,152","542,728",0,,,,,,,,,,,,,,
2008-12-08,Mon,90.0,0.0,43.0,47.8,"67,689","2,910,627",0,,,,,,,,34.0,0.0,6.0,17.6,"59,091","354,545",0,32.0,0.0,1.0,3.1,"31,818","31,818",0,104.0,0.0,56.0,53.8,"83,149","4,656,364",0,,,,,,,,,,,,,,
2008-12-09,Tue,90.0,0.0,46.0,51.1,"65,638","3,019,365",0,,,,,,,,34.0,0.0,5.0,14.7,"59,636","298,182",0,32.0,0.0,6.0,18.8,"72,727","436,362",0,101.0,3.0,55.0,54.5,"81,025","4,456,364",0,,,,,,,,0.0,0.0,0.0,0.0,0,"1,500,000",0
2008-12-10,Wed,90.0,0.0,45.0,50.0,"65,508","2,947,840",0,,,,,,,,34.0,0.0,9.0,26.5,"61,818","556,365",0,32.0,0.0,3.0,9.4,"87,273","261,818",0,101.0,3.0,23.0,22.8,"70,514","1,621,820",0,,,,,,,,0.0,0.0,0.0,0.0,0,"960,000",0
2008-12-11,Thu,90.0,0.0,55.0,61.1,"63,249","3,478,718",0,,,,,,,,34.0,0.0,6.0,17.6,"61,364","368,182",0,32.0,0.0,5.0,15.6,"81,273","406,363",0,101.0,3.0,26.0,25.7,"82,308","2,140,000",0,,,,,,,,0.0,0.0,0.0,0.0,0,"960,000",0
2008-12-12,Fri,90.0,0.0,78.0,86.7,"76,077","5,934,027",0,,,,,,,,34.0,0.0,11.0,32.4,"97,273","1,070,001",0,32.0,0.0,18.0,56.3,"75,455","1,358,181",0,103.0,1.0,14.0,13.6,"63,182","884,550",0,,,,,,,,0.0,0.0,0.0,0.0,0,"3,960,000",0
2008-12-13,Sat,90.0,0.0,49.0,54.4,"67,737","3,319,109",0,,,,,,,,34.0,0.0,34.0,100.0,"108,610","3,692,729",0,32.0,0.0,31.0,96.9,"77,419","2,400,001",0,104.0,0.0,42.0,40.4,"44,892","1,885,473",0,,,,,,,,0.0,0.0,0.0,0.0,0,"5,400,000",0
2008-12-14,Sun,90.0,0.0,30.0,33.3,"73,746","2,212,385",0,,,,,,,,34.0,0.0,15.0,44.1,"67,576","1,013,634",0,32.0,0.0,1.0,3.1,"81,818","81,818",0,104.0,0.0,1.0,1.0,"156,364","156,364",0,,,,,,,,,,,,,,
2008-12-15,Mon,90.0,0.0,35.0,38.9,"70,474","2,466,593",0,,,,,,,,34.0,0.0,12.0,35.3,"58,939","707,273",0,32.0,0.0,6.0,18.8,"101,970","611,818",0,103.0,1.0,2.0,1.9,"36,364","72,728",0,,,,,,,,,,,,,,
2008-12-16,Tue,90.0,0.0,38.0,42.2,"68,342","2,597,013",0,,,,,,,,34.0,0.0,12.0,35.3,"68,258","819,092",0,32.0,0.0,3.0,9.4,"60,606","181,818",0,89.0,15.0,11.0,12.4,"85,455","940,000",0,,,,,,,,,,,,,,
2008-12-17,Wed,90.0,0.0,41.0,45.6,"60,679","2,487,854",0,,,,,,,,34.0,0.0,7.0,20.6,"55,325","387,272",0,32.0,0.0,3.0,9.4,"84,848","254,545",0,89.0,15.0,13.0,14.6,"68,671","892,728",0,,,,,,,,0.0,0.0,0.0,0.0,0,"3,600,000",0
2008-12-18,Thu,90.0,0.0,42.0,46.7,"63,166","2,652,952",0,,,,,,,,34.0,0.0,7.0,20.6,"62,208","435,454",0,32.0,0.0,5.0,15.6,"75,454","377,272",0,44.0,60.0,29.0,65.9,"78,934","2,289,092",0,,,,,,,,0.0,0.0,0.0,0.0,0,"480,000",0
2008-12-19,Fri,81.0,9.0,45.0,55.6,"75,300","3,388,498",0,,,,,,,,34.0,0.0,8.0,23.5,"89,659","717,274",0,32.0,0.0,8.0,25.0,"56,818","454,546",0,103.0,1.0,43.0,41.7,"84,757","3,644,552",0,,,,,,,,,,,,,,
2008-12-20,Sat,89.0,1.0,34.0,38.2,"84,761","2,881,887",0,,,,,,,,34.0,0.0,24.0,70.6,"101,553","2,437,275",0,32.0,0.0,25.0,78.1,"64,400","1,610,004",0,103.0,1.0,56.0,54.4,"71,055","3,979,105",0,,,,,,,,0.0,0.0,0.0,0.0,0,"2,400,000",0
2008-12-21,Sun,90.0,0.0,41.0,45.6,"67,570","2,770,350",0,,,,,,,,34.0,0.0,10.0,29.4,"65,182","651,818",0,32.0,0.0,7.0,21.9,"77,922","545,453",0,103.0,1.0,9.0,8.7,"80,000","720,000",0,,,,,,,,,,,,,,
2008-12-22,Mon,90.0,0.0,55.0,61.1,"68,732","3,780,237",0,,,,,,,,34.0,0.0,24.0,70.6,"72,273","1,734,546",0,32.0,0.0,2.0,6.3,"54,545","109,090",0,102.0,2.0,8.0,7.8,"80,000","640,000",0,,,,,,,,,,,,,,
2008-12-23,Tue,90.0,0.0,74.0,82.2,"72,756","5,383,948",0,,,,,,,,34.0,0.0,23.0,67.6,"70,198","1,614,545",0,32.0,0.0,9.0,28.1,"70,606","635,453",0,104.0,0.0,18.0,17.3,"76,465","1,376,364",0,,,,,,,,,,,,,,
2008-12-24,Wed,90.0,0.0,53.0,58.9,"104,055","5,514,919",0,,,,,,,,34.0,0.0,33.0,97.1,"135,510","4,471,814",0,32.0,0.0,22.0,68.8,"82,810","1,821,817",0,103.0,1.0,42.0,40.8,"49,892","2,095,474",0,,,,,,,,0.0,0.0,0.0,0.0,0,"11,160,000",0
